2022-07-04 05:05,185000
2022-07-04 09:37,732000
2022-07-04 10:05,832000
2022-07-04 12:03,1052000
2022-07-04 12:45,1155000
2022-07-04 14:23,1269000
2022-07-04 15:03,1352000
2022-07-04 16:55,1430000
2022-07-04 17:33,1553000
2022-07-04 18:00,1626000
2022-07-04 18:03,1626000
2022-07-04 18:03,1626000
2022-07-04 18:03,1626000
2022-07-04 18:05,1626000
2022-07-04 18:07,1626000
2022-07-04 18:15,1626000
2022-07-04 18:15,1626000
2022-07-04 18:18,1626000
2022-07-04 18:20,1626000
2022-07-04 18:28,1626000
2022-07-04 18:34,1686000
2022-07-04 18:34,1686000
2022-07-04 18:38,1686000
2022-07-04 18:38,1686000
2022-07-04 18:39,1686000
2022-07-04 18:40,1686000
2022-07-04 18:45,1686000
2022-07-04 18:54,1686000
2022-07-04 19:00,1686000
2022-07-04 19:30,1755000
2022-07-04 19:45,1755000
2022-07-04 20:00,1755000
2022-07-04 20:15,1755000
2022-07-04 20:30,1800000
2022-07-04 20:45,1800000
2022-07-04 21:00,1800000
2022-07-04 21:29,1800000
2022-07-04 21:30,1800000
2022-07-04 21:45,1852000
2022-07-04 22:00,1852000
2022-07-04 22:15,1852000
2022-07-04 22:30,1877000
2022-07-04 22:45,1877000
2022-07-04 23:00,1877000
2022-07-04 23:15,1877000
2022-07-04 23:30,1897000
2022-07-04 23:45,1897000
2022-07-05 00:00,1897000
2022-07-05 00:15,1897000
2022-07-05 00:30,1897000
2022-07-05 00:45,1920000
2022-07-05 01:00,1920000
2022-07-05 01:15,1923000
2022-07-05 01:30,1923000
2022-07-05 01:45,1926000
2022-07-05 02:00,1926000
2022-07-05 02:15,1926000
2022-07-05 02:18,1926000
2022-07-05 02:19,1926000
2022-07-05 02:19,1926000
2022-07-05 02:20,1926000
2022-07-05 02:30,1926000
2022-07-05 02:45,1947000
2022-07-05 03:00,1947000
2022-07-05 03:15,1947000
2022-07-05 03:30,1975000
2022-07-05 03:45,1975000
2022-07-05 04:00,1975000
2022-07-05 04:15,1975000
2022-07-05 04:30,1997000
2022-07-05 04:45,1997000
2022-07-05 05:00,1997000
2022-07-05 05:15,1997000
2022-07-05 05:30,2013000
2022-07-05 05:45,2013000
2022-07-05 06:00,2013000
2022-07-05 06:15,2013000
2022-07-05 06:30,2032000
2022-07-05 06:45,2032000
2022-07-05 07:00,2032000
2022-07-05 07:15,2032000
2022-07-05 07:30,2059000
2022-07-05 07:45,2059000
2022-07-05 08:00,2059000
2022-07-05 08:15,2059000
2022-07-05 08:30,2088000
2022-07-05 08:45,2088000
2022-07-05 09:00,2088000
2022-07-05 09:15,2088000
2022-07-05 09:30,2088000
2022-07-05 09:45,2112000
2022-07-05 10:00,2112000
2022-07-05 10:15,2112000
2022-07-05 10:30,2112000
2022-07-05 10:45,2132000
2022-07-05 11:00,2132000
2022-07-05 11:15,2132000
2022-07-05 11:30,2132000
2022-07-05 11:45,2173000
2022-07-05 12:00,2173000
2022-07-05 12:15,2173000
2022-07-05 12:30,2173000
2022-07-05 12:45,2220000
2022-07-05 13:00,2220000
2022-07-05 13:15,2220000
2022-07-05 13:30,2220000
2022-07-05 13:45,2256000
2022-07-05 14:00,2256000
2022-07-05 14:15,2256000
2022-07-05 14:30,2256000
2022-07-05 14:45,2278000
2022-07-05 15:00,2278000
2022-07-05 15:15,2278000
2022-07-05 15:30,2278000
2022-07-05 15:45,2311000
2022-07-05 16:00,2311000
2022-07-05 16:15,2311000
2022-07-05 16:30,2311000
2022-07-05 16:45,2311000
2022-07-05 17:00,2311000
2022-07-05 17:15,2337000
2022-07-05 17:30,2337000
2022-07-05 17:45,2337000
2022-07-05 18:00,2337000
2022-07-05 18:15,2367000
2022-07-05 18:30,2367000
2022-07-05 18:45,2382000
2022-07-05 19:00,2382000
2022-07-05 19:15,2382000
2022-07-05 19:30,2410000
2022-07-05 19:45,2410000
2022-07-05 20:00,2410000
2022-07-05 20:15,2410000
2022-07-05 20:30,2448000
2022-07-05 20:45,2448000
2022-07-05 21:00,2448000
2022-07-05 21:15,2448000
2022-07-05 21:30,2463000
2022-07-05 21:45,2463000
2022-07-05 22:00,2463000
2022-07-05 22:15,2463000
2022-07-05 22:30,2486000
2022-07-05 22:45,2486000
2022-07-05 23:00,2486000
2022-07-05 23:15,2486000
2022-07-05 23:30,2486000
2022-07-05 23:45,2512000
2022-07-06 00:00,2512000
2022-07-06 00:15,2512000
2022-07-06 00:30,2512000
2022-07-06 01:02,2520000
2022-07-06 01:15,2520000
2022-07-06 01:30,2520000
2022-07-06 01:45,2524000
2022-07-06 02:00,2524000
2022-07-06 02:15,2524000
2022-07-06 02:30,2532000
2022-07-06 02:45,2532000
2022-07-06 03:00,2532000
2022-07-06 03:18,2532000
2022-07-06 03:30,2532000
2022-07-06 03:45,2549000
2022-07-06 04:00,2549000
2022-07-06 04:15,2549000
2022-07-06 04:30,2549000
2022-07-06 04:45,2565000
2022-07-06 05:00,2565000
2022-07-06 05:15,2565000
2022-07-06 05:30,2565000
2022-07-06 05:45,2579000
2022-07-06 06:00,2579000
2022-07-06 06:15,2579000
2022-07-06 06:30,2589000
2022-07-06 06:45,2589000
2022-07-06 07:00,2589000
2022-07-06 07:15,2589000
2022-07-06 07:30,2589000
2022-07-06 07:45,2604000
2022-07-06 08:00,2604000
2022-07-06 08:15,2604000
2022-07-06 08:30,2621000
2022-07-06 08:45,2621000
2022-07-06 09:00,2621000
2022-07-06 09:15,2621000
2022-07-06 09:30,2630000
2022-07-06 09:45,2630000
2022-07-06 10:00,2630000
