2022-07-04 18:00,1626000
2022-07-04 18:03,1626000
2022-07-04 18:03,1626000
2022-07-04 18:03,1626000
2022-07-04 18:05,1626000
2022-07-04 18:07,1626000
2022-07-04 18:15,1626000
2022-07-04 18:15,1626000
2022-07-04 18:18,1626000
2022-07-04 18:20,1626000
2022-07-04 18:28,1626000
2022-07-04 18:34,1686000
2022-07-04 18:34,1686000
2022-07-04 18:38,1686000
2022-07-04 18:38,1686000
2022-07-04 18:39,1686000
2022-07-04 18:40,1686000
2022-07-04 18:45,1686000
2022-07-04 18:54,1686000
2022-07-04 18:58,1686000
2022-07-04 19:30,1755000
2022-07-04 19:45,1755000
2022-07-04 20:00,1755000
2022-07-04 20:15,1755000
2022-07-04 20:30,1800000
2022-07-04 20:45,1800000
2022-07-04 21:00,1800000
2022-07-04 21:29,1800000
2022-07-04 21:30,1800000
2022-07-04 21:45,1852000
2022-07-04 22:00,1852000
2022-07-04 22:15,1852000
2022-07-04 22:30,1877000
2022-07-04 22:45,1877000
